employee_id,first_name,last_name,email,hire_date,job_title,department_id,manager_id,status,created_at,updated_at
369,Angela,Willis,angela.willis@hrcompany.com,2020-08-10,Senior Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
370,Elizabeth,Jenkins,elizabeth.jenkins@hrcompany.com,2022-03-13,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
371,Miranda,Griffith,miranda.griffith@hrcompany.com,2019-11-23,Senior CSM,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
372,Caroline,Bell,caroline.bell@hrcompany.com,2023-08-19,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
373,Jason,Douglas,jason.douglas@hrcompany.com,2018-10-25,Senior Engineer,1,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
374,Melanie,Bell,melanie.bell@hrcompany.com,2021-04-02,Data Analyst,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
375,Danny,Ramirez,danny.ramirez@hrcompany.com,2018-11-06,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
376,Lindsay,Bruce,lindsay.bruce@hrcompany.com,2015-06-13,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
377,Chelsea,Barrett,chelsea.barrett@hrcompany.com,2019-07-20,Talent Acquisition,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
378,Anthony,Nelson,anthony.nelson@hrcompany.com,2020-04-03,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
379,Sandra,Bell,sandra.bell@hrcompany.com,2018-02-01,Associate PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
380,Molly,Knight,molly.knight@hrcompany.com,2021-10-26,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
381,Chad,Figueroa,chad.figueroa@hrcompany.com,2015-07-10,Senior Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
382,Christopher,Moreno,christopher.moreno@hrcompany.com,2021-05-26,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
383,Robert,Peterson,robert.peterson@hrcompany.com,2021-04-18,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
384,Larry,Nguyen,larry.nguyen@hrcompany.com,2016-06-11,Financial Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
385,Nicole,Moore,nicole.moore@hrcompany.com,2015-11-06,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
386,Emily,Nelson,emily.nelson@hrcompany.com,2022-03-19,Ops Coordinator,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
387,Todd,Ramos,todd.ramos@hrcompany.com,2019-08-25,Content Strategist,6,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
388,Jason,Hunt,jason.hunt@hrcompany.com,2020-11-14,Operations Analyst,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
389,Russell,Campbell,russell.campbell@hrcompany.com,2023-04-12,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
390,Alison,Parker,alison.parker@hrcompany.com,2018-10-02,Senior Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
391,Randall,Greene,randall.greene@hrcompany.com,2015-02-17,Ops Coordinator,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
392,James,Dougherty,james.dougherty@hrcompany.com,2017-05-02,HR Specialist,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
393,Kathryn,Roberts,kathryn.roberts@hrcompany.com,2017-01-15,HR Coordinator,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
394,Adrian,Burgess,adrian.burgess@hrcompany.com,2017-12-27,Software Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
395,David,Patel,david.patel@hrcompany.com,2018-11-30,CFO,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
396,Vincent,Whitaker,vincent.whitaker@hrcompany.com,2021-01-09,HR Business Partner,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
397,Charles,Hensley,charles.hensley@hrcompany.com,2015-09-20,VP of Sales,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
398,Ryan,Stevens,ryan.stevens@hrcompany.com,2016-04-28,Analytics Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
399,Michelle,Johnston,michelle.johnston@hrcompany.com,2021-11-17,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
400,Jenna,Butler,jenna.butler@hrcompany.com,2016-12-16,Customer Success Manager,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
401,Richard,Burch,richard.burch@hrcompany.com,2017-12-03,Engineering Manager,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
402,Laurie,Montgomery,laurie.montgomery@hrcompany.com,2021-02-26,Junior Developer,1,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
403,Christopher,Richard,christopher.richard@hrcompany.com,2019-02-20,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
404,Ryan,Morales,ryan.morales@hrcompany.com,2016-05-03,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
405,Randy,Collins,randy.collins@hrcompany.com,2020-10-10,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
406,Jeffrey,Maxwell,jeffrey.maxwell@hrcompany.com,2016-04-19,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
407,William,Wilson,william.wilson@hrcompany.com,2023-09-04,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
408,James,Parsons,james.parsons@hrcompany.com,2020-12-21,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
409,Jessica,Fuentes,jessica.fuentes@hrcompany.com,2017-07-06,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
410,Joel,Thomas,joel.thomas@hrcompany.com,2018-05-10,Data Science Manager,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
411,Glenn,Hernandez,glenn.hernandez@hrcompany.com,2016-04-13,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
412,Gregory,Mejia,gregory.mejia@hrcompany.com,2023-05-29,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
413,Steven,Elliott,steven.elliott@hrcompany.com,2022-08-21,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
414,Erin,Macias,erin.macias@hrcompany.com,2020-07-01,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
415,Michelle,Burton,michelle.burton@hrcompany.com,2017-07-27,Senior PM,5,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
416,Scott,Harrison,scott.harrison1@hrcompany.com,2020-02-25,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
417,Laura,Vargas,laura.vargas@hrcompany.com,2020-12-26,Data Analyst,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
418,William,Collins,william.collins@hrcompany.com,2022-09-09,Content Strategist,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
419,Benjamin,Wood,benjamin.wood@hrcompany.com,2019-11-19,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
420,Chase,Lin,chase.lin@hrcompany.com,2016-07-15,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
421,Christina,Hunter,christina.hunter@hrcompany.com,2022-11-15,Sales Development Rep,7,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
422,Betty,Best,betty.best@hrcompany.com,2015-09-12,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
423,Shannon,Pacheco,shannon.pacheco@hrcompany.com,2018-03-15,Operations Analyst,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
424,Marc,Alvarez,marc.alvarez@hrcompany.com,2017-07-26,Customer Success Manager,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
425,Susan,Hayes,susan.hayes@hrcompany.com,2020-11-04,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
426,Toni,Miller,toni.miller@hrcompany.com,2017-12-08,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
427,Benjamin,Zimmerman,benjamin.zimmerman@hrcompany.com,2022-06-23,VP of Sales,7,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
428,Alexandria,Bishop,alexandria.bishop@hrcompany.com,2021-03-11,Ops Coordinator,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
429,Nathan,Campbell,nathan.campbell@hrcompany.com,2021-12-15,Associate PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
430,Kim,Shelton,kim.shelton@hrcompany.com,2015-11-22,Senior PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
431,Kristina,Holland,kristina.holland@hrcompany.com,2016-02-14,HR Specialist,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
432,Mark,Grant,mark.grant@hrcompany.com,2021-07-30,Sales Development Rep,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
433,Justin,Cummings,justin.cummings@hrcompany.com,2017-07-23,Junior Developer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
434,Mathew,Aguilar,mathew.aguilar@hrcompany.com,2017-05-28,Finance Manager,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
435,Sabrina,Collins,sabrina.collins@hrcompany.com,2021-09-01,Content Strategist,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
436,David,Fletcher,david.fletcher@hrcompany.com,2016-06-10,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
437,Kyle,Bennett,kyle.bennett@hrcompany.com,2020-08-03,Software Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
438,Lisa,Santiago,lisa.santiago@hrcompany.com,2023-12-15,Ops Coordinator,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
439,Clarence,Santiago,clarence.santiago@hrcompany.com,2023-08-26,Group PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
440,Michael,Cox,michael.cox@hrcompany.com,2018-01-25,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
441,Stephanie,Peterson,stephanie.peterson@hrcompany.com,2023-04-10,CFO,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
442,James,Cooke,james.cooke@hrcompany.com,2017-08-20,Sales Development Rep,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
443,Chris,Richard,chris.richard@hrcompany.com,2016-09-20,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
444,William,Fernandez,william.fernandez@hrcompany.com,2023-12-16,Associate PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
445,Benjamin,Rogers,benjamin.rogers@hrcompany.com,2017-03-25,Ops Coordinator,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
446,Carla,Moore,carla.moore@hrcompany.com,2018-01-28,Product Manager,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
447,Marie,Wise,marie.wise@hrcompany.com,2017-10-25,Senior PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
448,Jennifer,Williams,jennifer.williams@hrcompany.com,2021-03-13,Tech Lead,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
449,Erica,Young,erica.young@hrcompany.com,2022-07-23,HR Specialist,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
450,Cheryl,Goodwin,cheryl.goodwin@hrcompany.com,2022-08-21,CFO,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
451,Jesus,Allen,jesus.allen@hrcompany.com,2022-12-24,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
452,Rebecca,Lee,rebecca.lee@hrcompany.com,2022-06-30,Tech Lead,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
453,Steven,Campbell,steven.campbell@hrcompany.com,2021-06-30,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
454,Wesley,Barnes,wesley.barnes@hrcompany.com,2017-10-03,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
455,Lisa,Solis,lisa.solis@hrcompany.com,2017-05-09,Senior AE,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
456,Monique,Williams,monique.williams@hrcompany.com,2023-03-06,Senior Engineer,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
457,Morgan,Spencer,morgan.spencer@hrcompany.com,2016-09-29,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
458,Jennifer,Black,jennifer.black@hrcompany.com,2017-02-13,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
459,Justin,Hines,justin.hines@hrcompany.com,2019-08-23,Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
460,Shannon,Palmer,shannon.palmer@hrcompany.com,2022-06-11,VP of Sales,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
461,Christopher,Lozano,christopher.lozano@hrcompany.com,2022-09-04,Senior PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
462,Nicole,Arias,nicole.arias@hrcompany.com,2022-01-22,HR Coordinator,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
463,Brian,Shaw,brian.shaw@hrcompany.com,2019-01-05,Data Science Manager,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
464,Paul,Miller,paul.miller@hrcompany.com,2018-10-27,Growth Marketer,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
465,Anthony,Galvan,anthony.galvan@hrcompany.com,2020-09-14,HR Specialist,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
466,Lacey,Taylor,lacey.taylor@hrcompany.com,2019-11-18,Product Manager,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
467,Samantha,Kennedy,samantha.kennedy@hrcompany.com,2017-05-12,HR Coordinator,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
468,Katherine,Harrison,katherine.harrison@hrcompany.com,2015-02-02,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
469,Rebecca,Smith,rebecca.smith@hrcompany.com,2018-09-02,COO,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
470,Mary,Dunn,mary.dunn@hrcompany.com,2023-12-24,Operations Manager,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
471,Rodney,Parsons,rodney.parsons@hrcompany.com,2019-01-16,Content Strategist,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
472,Kevin,Williams,kevin.williams@hrcompany.com,2022-02-21,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
473,Danielle,Dean,danielle.dean@hrcompany.com,2016-01-26,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
474,Daniel,Stein,daniel.stein@hrcompany.com,2015-04-13,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
475,Crystal,Andrews,crystal.andrews@hrcompany.com,2017-06-11,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
476,Kelly,Smith,kelly.smith@hrcompany.com,2021-01-01,Associate PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
477,John,Butler,john.butler@hrcompany.com,2016-06-15,Data Science Manager,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
478,Alexandra,Ward,alexandra.ward@hrcompany.com,2023-12-13,Sales Manager,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
479,Amy,Hartman,amy.hartman@hrcompany.com,2023-08-21,Tech Lead,1,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
480,Angela,Myers,angela.myers@hrcompany.com,2022-12-31,Operations Analyst,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
481,Bradley,Hughes,bradley.hughes@hrcompany.com,2021-05-08,Customer Success Manager,8,,terminated,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
482,Jon,Smith,jon.smith@hrcompany.com,2016-02-24,CS Specialist,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
483,Michael,Quinn,michael.quinn@hrcompany.com,2016-10-06,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
484,Kelsey,Moss,kelsey.moss@hrcompany.com,2020-08-28,HR Coordinator,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
485,Dennis,Bell,dennis.bell@hrcompany.com,2020-10-04,CS Team Lead,8,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
486,Lisa,Thompson,lisa.thompson@hrcompany.com,2022-11-27,Operations Analyst,10,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
487,Tina,Mendoza,tina.mendoza@hrcompany.com,2018-02-06,Group PM,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
488,Lisa,Brown,lisa.brown@hrcompany.com,2022-10-14,CMO,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
489,Benjamin,Harris,benjamin.harris@hrcompany.com,2018-05-24,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
490,Nina,Stewart,nina.stewart@hrcompany.com,2020-04-10,Legal Director,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
491,Zachary,Hays,zachary.hays@hrcompany.com,2023-01-20,VP of Product,5,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
492,Jon,Mullins,jon.mullins@hrcompany.com,2018-04-02,Marketing Coordinator,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
493,Justin,Atkins,justin.atkins@hrcompany.com,2015-10-25,HR Business Partner,3,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
494,Michelle,Rivera,michelle.rivera@hrcompany.com,2017-02-12,Account Executive,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
495,Lauren,Kim,lauren.kim@hrcompany.com,2021-10-21,Senior Data Engineer,2,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
496,Julia,Kline,julia.kline@hrcompany.com,2021-07-30,Content Strategist,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
497,Matthew,Lopez,matthew.lopez@hrcompany.com,2023-06-19,Legal Counsel,9,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
498,Michael,Salinas,michael.salinas@hrcompany.com,2019-07-16,VP of Sales,7,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
499,Laurie,Acosta,laurie.acosta@hrcompany.com,2016-05-05,Growth Marketer,6,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
500,Ryan,Carney,ryan.carney@hrcompany.com,2018-01-26,Senior Analyst,4,,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
6,Anna,Baldwin,anna.baldwin@hrcompany.com,2022-02-19,Software Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
23,Jeremy,Johnson,jeremy.johnson@hrcompany.com,2020-05-14,Software Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
37,Teresa,Gill,teresa.gill@hrcompany.com,2023-08-21,Junior Developer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
60,Emily,Joyce,emily.joyce@hrcompany.com,2016-09-03,Junior Developer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
61,Bruce,Chandler,bruce.chandler@hrcompany.com,2016-11-09,Software Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
62,John,Lee,john.lee@hrcompany.com,2022-08-19,Senior Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
69,Michelle,Barrera,michelle.barrera@hrcompany.com,2017-10-20,Junior Developer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
78,Casey,Jones,casey.jones@hrcompany.com,2019-01-01,Software Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
83,John,Foster,john.foster@hrcompany.com,2020-02-08,Engineering Manager,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
84,Stephen,Hickman,stephen.hickman@hrcompany.com,2016-03-26,Senior Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
91,Alan,Montoya,alan.montoya@hrcompany.com,2020-02-04,Engineering Manager,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
109,Nicole,Johnson,nicole.johnson@hrcompany.com,2020-08-26,Junior Developer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
188,Melissa,Short,melissa.short@hrcompany.com,2016-10-17,Junior Developer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
195,Ashley,Barnett,ashley.barnett@hrcompany.com,2020-09-21,Senior Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
243,Barbara,Hines,barbara.hines@hrcompany.com,2017-12-24,Engineering Manager,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
245,Howard,Richards,howard.richards@hrcompany.com,2023-05-14,Engineering Manager,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
247,Mathew,Santiago,mathew.santiago@hrcompany.com,2017-09-26,Senior Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
250,Shawn,Edwards,shawn.edwards@hrcompany.com,2020-07-01,Software Engineer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
276,Paul,Alvarado,paul.alvarado@hrcompany.com,2017-08-03,Junior Developer,1,3.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
14,Barbara,Bush,barbara.bush@hrcompany.com,2015-10-12,Data Analyst,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
16,Melissa,Delacruz,melissa.delacruz@hrcompany.com,2021-06-20,Analytics Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
19,Jacqueline,Sutton,jacqueline.sutton@hrcompany.com,2016-03-19,Data Science Manager,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
32,Paul,Carlson,paul.carlson@hrcompany.com,2022-12-18,Data Analyst,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
47,Joseph,Brennan,joseph.brennan@hrcompany.com,2022-03-14,Senior Data Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
58,James,Davis,james.davis@hrcompany.com,2022-05-02,Senior Data Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
67,Tanya,House,tanya.house@hrcompany.com,2019-01-08,Analytics Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
88,Natasha,Wood,natasha.wood@hrcompany.com,2017-09-07,Data Science Manager,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
96,William,King,william.king@hrcompany.com,2015-11-12,Data Analyst,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
104,Rachel,Flynn,rachel.flynn@hrcompany.com,2015-09-05,Data Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
105,Rachel,Clark,rachel.clark@hrcompany.com,2019-03-31,Data Science Manager,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
113,Jeffrey,Velasquez,jeffrey.velasquez@hrcompany.com,2022-10-31,Data Analyst,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
125,Michael,Jones,michael.jones@hrcompany.com,2020-08-13,Analytics Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
130,Erica,Orr,erica.orr@hrcompany.com,2020-02-14,Senior Data Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
133,Steven,Ramos,steven.ramos@hrcompany.com,2018-08-20,Senior Data Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
143,Patricia,Dalton,patricia.dalton@hrcompany.com,2016-10-24,Senior Data Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
157,Jamie,Fisher,jamie.fisher@hrcompany.com,2015-05-02,Analytics Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
161,Amanda,Navarro,amanda.navarro@hrcompany.com,2018-10-02,Analytics Engineer,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
196,Anthony,Rosales,anthony.rosales@hrcompany.com,2018-02-03,Data Analyst,2,9.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
33,Allison,Maddox,allison.maddox@hrcompany.com,2015-03-13,HR Specialist,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
40,Eric,Farmer,eric.farmer@hrcompany.com,2015-01-04,Talent Acquisition,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
44,Christopher,Tucker,christopher.tucker@hrcompany.com,2016-03-06,HR Business Partner,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
82,Leslie,Green,leslie.green@hrcompany.com,2020-05-06,HR Specialist,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
111,Joseph,Cobb,joseph.cobb@hrcompany.com,2016-11-02,HR Business Partner,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
114,Michael,Hoover,michael.hoover@hrcompany.com,2018-11-15,HR Manager,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
122,Darrell,Lam,darrell.lam@hrcompany.com,2018-03-27,Talent Acquisition,3,28.0,active,2026-04-05 21:50:04.469873,2026-04-05 21:50:04.469873
